domain_intent	sentence
$$Stock#AskStockTrendReason	我們會上漲股票
$$Freeway#ExceptionPlaceAsk	田中到新營
$$Freeway#FreewayAtoB	豐原到汐止國道路況
$$Railway#Search	屏東到高雄自強號是幾點的
$$Stock#AskStocksByCategory	和鑫光電股價
$$AskTwDate#AskTWDate	下禮拜二是幾月幾號
$$AskTwDate#AskTWDate	現在是幾月幾號幾點鐘
$$UserNeedInstructions#UserNeedInstructions	你會什麼功能
$$Stock#AskStockTrendReason	那支股票會漲
$$Poi#GoToAddr	雲林縣斗六市保長路一零八巷三十七之七號幫我導航過去
$$THSRC#Search	高鐵票查詢
$$Movie#AskCityTheaters	林口的電影院在哪邊
$$Stock#AskStockInfoBySid	看2426鼎元
$$Movie#AskTheaters	STAR WARS原力覺醒播放的電影院
$$Poi#PoiLocationNearBy	五都市議會中學怎麼去
$$Weather#LocalWeather	嘉義的天氣明天的
$$Gold#AskGold	黃金現在價格多少
$$AskTwDate#AskTWDate	請問今天農曆幾月幾號
$$Stock#AskStockInfoBySid	3494日
$$AskTwTime#AskTWTime	請問幾點了
$$AskTwDate#AskTWDate	今年農曆七月一號是國曆幾月幾號
$$Exchange#AExchangeB	現行新台幣兩萬換日幣
$$Freeway#ExceptionPlaceAsk	三重到鹿港要多久
$$Movie#AskDateNewMovie	最近上映的電影有哪些
$$Freeway#FreewayAtoB	宜蘭往羅東會塞車嗎
$$Weather#LocalWeather	苗栗天氣狀況如何
$$TPEMRT#TPEMRTAtoB	從三和國中站要怎麼到忠孝新生
$$Stock#AskStockTrendReason	英文的日電貿會跌嗎的陰陽
$$Stock#AddStockToMyStock	F-君耀加入嗎
$$THSRC#Order	我要一張高鐵票
$$Stock#AskStockTrendReason	明天股市會跌嗎
$$Stock#AskListedExponent	加權指數多少
$$Movie#AskTheaters	嘉年華忍者龜放映時間
$$Weather#SpotWeather	武陵農場禮拜六的天氣
$$Stock#AskStocksByCategory	從通路股
$$Weather#LocalAirPollution	明天空氣品質好嗎
$$Weather#LocalWeather	台東市氣溫幾度
$$Weather#LocalWeather	天氣現在怎麼樣
$$Weather#TaiwanRegionWeather	北北基明天早上會不會下雨阿
$$Freeway#FreewayAtoB	豐原到雲林有沒有塞車
$$Stock#AskMarket	一大盤
$$UserSayNo#UserSayNo	明明不是耶
$$Weather#SpotWeather	墾丁今天的天氣如何
$$AskTwTime#AskTWTime	現在的時間是
$$Stock#AskStockInfoByName	看好隴華的
$$THSRC#Search	查詢高鐵回到台北要多久
$$Movie#AskCityTheaters	花蓮的電影院在哪邊
$$Stock#AskStockInfoByName	是中石化
$$Stock#AskStockTrendReason	中鋼股票按摩好了
$$Movie#AskMovies	信義威秀最近有演美國內戰嗎
$$Freeway#ExceptionPlaceAsk	樹林到板橋
$$Exchange#ExchangeRate	台幣兌人民幣匯率
$$Gold#AskGold	當日黃金牌價
$$Movie#AskCityTheaters	幫我找嘉義的電影院
$$Freeway#Freeway	國一南下路況
$$Exchange#ExchangeRate	台幣兌領人民幣匯率
$$Stock#AskCounterExponent	今天股票行情
$$Movie#AskMovies	內湖美麗華出神入化二時刻表
$$Freeway#FreewayJunctionRule	國道一號桃園交流道的交通狀況
$$Exchange#ExchangeRate	韓幣換台幣是多少錢
$$THSRC#Order	希望訂高鐵
$$Weather#WorldWeather	泰國會下雨嗎
$$Gold#AskGold	今天黃金價錢
$$Weather#WorldWeather	中國廣東天氣
$$Movie#AskMovies	嘉義秀泰電影時刻表
$$Stock#AskStockInfoBySid	2390云辰嗎
$$Stock#CanBuyItByName	可以買F-豐祥董事長
$$Poi#PoiLocationNearBy	新城台東體中要怎麼去
$$UserNeedInstructions#UserNeedInstructions	我還可以問什麼問題
$$Stock#AskStockTrendReason	回來了很開心明天股票會漲嗎的事情
$$Weather#SpotWeather	待在陽明山會不會下雨
$$Stock#AskMarket	股市行情
$$UserSayNo#UserSayNo	咖啡也不是
$$AskTwDate#AskTWDate	五月二十八星期幾啊
$$Stock#CanBuyItByName	可以買弘捷的股票嗎
$$Poi#PoiLocationNearBy	茄拔國小在哪裡
$$AskTwDate#AskTWDate	今天是幾號
$$Movie#AskToTheater	員林電影城怎麼去
$$Freeway#Freeway	中山高南下車流量
$$UserSayNo#UserSayNo	不是沒事做嗎
$$Freeway#Freeway	那國道五號的車流量
$$Stock#AskStockTrendReason	股票新保好
$$Movie#AskDateHotMovie	較熱門的電影
$$Stock#AskStockTrendReason	和碩會不會漲
$$AskTwDate#AskTWDate	七夕情人節幾號
$$Weather#WorldWeather	廣東省天氣
$$Freeway#FreewayAtoB	台南到桃園塞車嗎
$$Weather#WorldWeather	請問明天日本札幌的天氣
$$Stock#AskStockInfoBySid	他2823中說
$$Movie#AskDateHotMovie	現在的熱門影片是什麼
$$Poi#PoiLocationNearBy	灣內國中的地址
$$Stock#AskMarket	於今日大盤指數
$$Stock#AskStockTrendReason	批踢踢台南股價
$$AskTwDate#AskTWDate	今年是幾月幾號
$$Poi#PoiLocationNearBy	台北市龍山寺該怎麼過去
$$Stock#AskStockInfoByName	每股安國
$$AskCurrentPosition#AskCurrentPosition	請問在哪裡
$$Gold#AskGold	今天黃金牌價多少
$$Weather#LocalAirPollution	現在空氣品質
$$Stock#AskStockFund	台南股票
$$AskTwDate#AskTWDate	嗯今天星期幾
$$Poi#TaiwanAreaPoi	中部旅遊景點
$$Weather#WorldWeather	東京今天天氣
$$Stock#AskStocksByCategory	金融股指數
$$TPEMRT#TPEMRTAtoB	捷運七張站到關渡捷運站很遠嗎
$$Stock#AskStockTrendReason	台積電大漲
$$Poi#TaiwanAreaPoi	南台灣的美食有什麼
$$Stock#AskMarket	股票套牢股票
$$Movie#AskMovieDetail	倒數行動的劇情
$$Exchange#AExchangeB	兩億元新台幣是多少泰銖
$$Freeway#FreewayAtoB	基隆到南港怎麼走
$$AskCurrentPosition#AskCurrentPosition	現在我在哪裡
$$Weather#SpotWeather	日月潭氣象
$$AskTwDate#AskTWDate	中秋節星期幾
$$Movie#AskCityTheaters	那請問宜蘭的電影院在哪裡
$$Freeway#GasolinePrice	今天的油價狀況
$$TPEMRT#TPEMRTAtoB	芝山捷運站到台北車站有多久
$$Stock#AskCounterExponent	告訴我今天股票行情
$$Stock#AskStockTrendReason	鴻海明年會漲嗎
$$UserSayNo#UserSayNo	你當然不是
$$Stock#AskStockInfoBySid	社論2010
$$Exchange#AExchangeB	十萬台幣兌日幣
$$Movie#AskDateNewMovie	現在有上映什麼電影
$$Weather#TaiwanRegionWeather	北部哪裡沒下雨
$$Stock#AskStockInfoByName	新光金股價
$$Weather#LocalAirPollution	空氣質素好嗎
$$Freeway#GasolinePrice	油價預測
$$Railway#Search	幫我查二十二號礁溪到花蓮車票
$$Movie#AskDateNewMovie	現在演什麼電影
$$THSRC#Search	請查高鐵時刻表
$$Stock#CanBuyItByName	呵呵也可以買宏達電股票和
